"","WARD","FAC_NUM","ELEC_NUM","SCHOOLS","TRADE","HEALTH","E_SCHOOLS","E_TRADE","E_HEALTH","Male","Female","total_pop","fac_1000","elec_fac_1000","schools_1000","trade_1000","health_1000","e_schools_1000","e_trade_1000","e_health_1000","crop_diversity","crop_intensity","gov_irrigation","prop_irrigation","small_irrigation","distance_major_roads","distance_second_roads","distance_major_town","water_points","num_equity","distance_rivers","num_offgrid","ward_area","dist_trans","pop_density"
"1221","MENENGAI WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575,73.5,0,0,0,1.57907581474,1.57907581474,15547.39763883,1,0,37.4132572286,0,136,3,0
"1222","MERIGI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84666667,86.66666667,0,0,2,20.2412020534,20.2412020534,6975.10891271,0,0,5.20273436389,0,71,32,0
"1223","MIAMBANI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9175,36.92307692,0,0,0,16.388230642,16.388230642,17370.33766766,0,0,0.0687737041303,0,224,7,0
"1224","MIHANGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.66666667,0,0,0,7.94084071555,7.94084071555,15394.30646708,0,2,12.889264741,0,26,4,0
"1225","MIHUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8575,62,0,0,0,7.46351488311,7.46351488311,26587.44651225,0,0,4.91513783278,0,64,6,0
"1226","MIKINDANI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0.771856730635,0.771856730635,6101.38542637,0,1,95.4596339588,0,12,0,0
"1227","MIKINDURI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.084,47.22222222,1,0,7,22.3886720056,22.3886720056,21702.4858916,0,0,41.7809788997,0,75,44,0
"1228","MIRITINI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0.542683814964,0.542683814964,10009.0912292,0,0,98.1535937827,0,9,1,0
"1229","MITHERU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38666667,48.57142857,0,0,0,4.55572970355,4.55572970355,8660.36114503,0,0,20.3190302587,0,66,33,0
"1230","MJAMBERE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1.07134345765,1.07134345765,4024.45332237,0,1,95.8831817732,0,1,1,0
"1231","MJI WA KALE/MAKADARA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321401741473,0.321401741473,1622.99461464,0,1,100.117450507,0,3,2,0
"1232","MNAGEI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72333333,65,0,0,0,4.85903615269,4.85903615269,9105.72133519,0,4,18.5704458001,2,146,63,0
"1233","MODOGASHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5543047195,10.5543047195,130816.61495012,2,0,51.7953939028,0,917,160,0
"1234","MOGOGOSIEK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.634,86,0,0,2,25.2434316378,25.2434316378,19612.65187558,0,1,13.5786576218,0,61,12,0
"1235","MOI'S BRIDGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.828,71.42857143,0,0,0,5.51136480387,5.51136480387,21419.94870992,0,1,2.16682692842,0,64,40,0
"1236","MOIBEN/KUSERWO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,0,0,0,34.8500126533,34.8500126533,52153.80433876,0,1,12.9291802014,0,140,21,0
"1237","MOLO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68333333,76.33333333,0,0,0,0.735636911493,0.735636911493,12353.15687277,0,0,23.0628139635,0,63,4,0
"1238","MONYERERO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,57.85714286,0,0,0,9.76759893215,9.76759893215,15720.2271333,0,0,14.4752721607,0,39,16,0
"1239","MOROTHILE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1175051404,33.1175051404,122067.07409846,0,0,66.5167344986,1,1473,259,0
"1240","MOSOP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85666667,72.30769231,0,0,0,2.44156065124,2.44156065124,7656.8653195,0,0,25.3948330214,0,158,0,0
"1241","MOTICHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,42.5,0,0,1,8.0341227408,8.0341227408,27744.68292797,0,0,4.6040569657,0,47,16,0
"1242","MOUNTAIN VIEW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0.293700037813,0.293700037813,8501.08791338,0,1,9.39783242047,0,3,0,0
"1243","MOWLEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80568902692,3.80568902692,9704.35006707,0,0,14.5352819571,0,3,0,0
"1244","MOYALE TOWNSHIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0.516826150715,0.516826150715,1762.0680766,0,2,51.5099889079,0,16,72,0
"1245","MTONGWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66666667,0,0,0,4.1835994913,4.1835994913,5886.70887768,0,1,103.719907926,0,21,0,0
"1246","MTOPANGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,3.69201046516,3.69201046516,7713.266469,0,0,92.0958050929,0,4,1,0
"1247","MUGWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.435,61,0,0,5,2.52994749509,2.52994749509,5057.27582476,0,1,18.2814078661,0,72,29,0
"1248","MUHUDU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.665,76.66666667,0,0,0,13.6177883885,13.6177883885,14607.02240558,0,0,0.984492311739,0,33,11,0
"1249","MUHURU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,44.16666667,0,0,2,48.2557020131,48.2557020131,67725.80216207,0,1,12.8915185479,0,242,67,0
"1250","MUI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4,0,0,0,16.3754833253,16.3754833253,21033.29566157,0,0,22.7909973085,0,369,29,0
"1251","MUKOGONDO EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.22222222,0,0,5,27.8985741491,27.8985741491,38457.68853495,0,0,29.6737012271,0,953,7,0
"1252","MUKOGONDO WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,51.0004610166,51.0004610166,53649.66576188,0,0,14.8873758677,0,422,22,0
"1253","MUKOTHIMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.284,45.55555556,0,1,1,43.1503020153,43.1503020153,43214.46574379,0,0,22.1488246772,0,224,33,0
"1254","MUKURWE-INI WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,65,0,0,0,8.2894542744,8.2894542744,14305.85324417,0,0,1.68045033392,0,32,3,0
"1255","MUKUYUNI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14666667,63.33333333,0,0,0,28.223530787,28.223530787,22912.51259085,0,0,26.984339544,0,63,15,0
"1256","MULANGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,68,0,0,0,7.22573511553,7.22573511553,15230.05231088,0,0,22.4349461843,1,192,21,0
"1257","MUMIAS CENTRAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26333333,70,0,0,2,21.5065468271,21.5065468271,28511.07813579,0,3,1.21131256039,1,34,33,0
"1258","MUNGOMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,32.5,0,0,0,6.87324098928,6.87324098928,20403.89129282,0,0,14.2284956287,0,21,8,0
"1259","MUNICIPALITY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,84,0,0,0,0.229820999773,0.229820999773,7308.59081695,0,4,44.8735230183,0,31,55,0
"1260","MURHANDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,80,0,0,0,5.75847936216,5.75847936216,6526.55232068,0,0,10.3578764984,0,58,8,0
"1261","MURINDATI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87142857,34.66666667,0,0,0,5.49578852475,5.49578852475,31109.59714862,0,2,33.024571367,0,135,0,0
"1262","MURINDUKO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64636364,59.23076923,0,0,1,7.18204063482,7.18204063482,8684.55006307,0,0,5.00621315632,0,159,7,0
"1263","MUSANDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2875,62.5,0,0,0,9.90341789452,9.90341789452,37077.29669093,0,1,6.79185498512,0,45,33,0
"1264","MUTARAKWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39333333,91.66666667,0,0,0,22.2646054142,22.2646054142,10382.85535219,0,0,7.93929217219,0,49,21,0
"1265","MUTHAMBI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83142857,50,0,0,1,0.470976969396,0.470976969396,7800.29365679,0,0,24.5242824992,0,71,37,0
"1266","MUTHARA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40428571,40.22727273,0,0,3,4.44161264308,4.44161264308,10068.11222781,0,1,26.7869905148,0,396,52,0
"1267","MUTITHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90272727,79.09090909,0,0,0,5.36462821972,5.36462821972,9193.97530049,0,0,3.62475147446,0,109,0,0
"1268","MUTITO/KALIKU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05666667,28.05555556,1,0,5,32.8484625896,32.8484625896,33752.29522943,0,0,18.9982849058,0,600,24,0
"1269","MUTOMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,42.5,0,0,0,0.92631016296,0.92631016296,53570.14204739,0,1,23.9447120176,0,280,16,0
"1270","MUTUINI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,3.63634460905,3.63634460905,10395.39583034,0,0,4.98043288616,0,5,4,0
"1271","MWAKIRUNGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,7.56295175044,7.56295175044,11453.95192827,0,0,88.7105366631,0,44,3,0
"1272","MWANDA/MGANGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,1,10.5296519602,10.5296519602,37997.17888703,0,0,30.5832191155,0,230,36,0
"1273","MWAVUMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.125,0,0,0,7.1173216965,7.1173216965,30821.9434295,0,0,87.9719571741,0,278,0,0
"1274","MWIBONA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.935,60,0,0,0,2.35037189985,2.35037189985,28361.89094179,0,4,6.47033041602,1,19,6,0
"1275","MWIYOGO/ENDARASHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,58.0952381,0,0,0,3.94181928091,3.94181928091,18285.17117303,0,2,3.28972583871,0,129,14,0
"1276","NAATHU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29714286,30,0,0,0,1.35043750771,1.35043750771,41807.90185794,0,1,23.8403981846,0,205,74,0
"1277","NABISWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58333333,68.75,0,0,0,3.30788158913,3.30788158913,16458.29252396,0,0,12.6526887899,0,56,38,0
"1278","NAIVASHA EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7525,45.41666667,0,0,0,0.161629541647,0.161629541647,11782.4326832,0,0,25.8426268475,1,108,0,0
"1279","NAKURU EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,48.75,0,0,0,6.630692629,6.630692629,11458.64589055,0,0,30.3490601408,0,125,1,0
"1280","NANGINA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,67.5,0,0,1,11.8051902312,11.8051902312,38601.57369996,0,1,15.0939395524,0,56,48,0
"1281","NANYUKI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.75,0,0,2,1.15805139097,1.15805139097,1952.77291045,0,0,19.2271251986,0,40,2,0
"1282","NAROK TOWN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.55555556,0,0,1,2.0644395603,2.0644395603,4485.08420623,0,5,7.36516393417,8,321,25,0
"1283","NAROMORU KIAMATHAGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916,77.29166667,0,0,8,9.3677948637,9.3677948637,19115.74265427,0,0,6.53517855743,1,202,10,0
"1284","NDANAI/ABOSI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30666667,77.85714286,0,0,0,14.0934447472,14.0934447472,28540.1297833,0,3,6.21474029098,0,120,33,0
"1285","NDARAWETA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,85,0,0,0,29.3315968826,29.3315968826,11536.36895878,0,1,2.00706397413,0,62,24,0
"1286","NDIVISI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4825,67.5,0,0,0,13.2945893599,13.2945893599,30456.15005971,0,0,7.68709478998,1,68,13,0
"1287","NESSUIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,60,0,0,0,21.006134615,21.006134615,12669.0167375,0,0,7.24505541976,0,154,18,0
"1288","NGENYILEL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.902,55,0,0,2,1.98290114512,1.98290114512,38229.69825108,0,0,2.67148295514,0,96,2,0
"1289","NGERIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1525,80.41666667,0,0,1,6.23140759188,6.23140759188,12177.6953359,0,1,0.807713833786,0,109,7,0
"1290","NGOBIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333,34.71153846,0,0,5,9.70261298177,9.70261298177,35162.55106403,0,0,21.1681285159,1,570,5,0
"1291","NGONG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,10.4265095128,10.4265095128,3701.80797648,0,0,1.24008995155,0,11,1,0
"1292","NJIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,40,0,0,0,2.69462877014,2.69462877014,25958.29885089,0,0,27.9311947483,0,148,63,0
"1293","NJORO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,68.33333333,0,0,0,10.8310514085,10.8310514085,1723.73755117,0,4,18.1813565266,0,105,8,0
"1294","NKAIMURUNYA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,12.5905764496,12.5905764496,8451.84333462,0,0,0.386949523658,0,12,3,0
"1295","NKOMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,69.28571429,0,0,2,13.2135267279,13.2135267279,13082.71628454,0,0,52.026228803,0,54,54,0
"1296","NKONDI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.395,60.71428571,0,0,1,33.169791564,33.169791564,34889.120215,0,0,24.4425578188,0,92,27,0
"1297","NORTH HORR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.943429452,131.943429452,131527.40578991,0,2,81.0904752383,1,9461,169,0
"1298","NORTH KADEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4475,41.66666667,0,1,15,37.3890427266,37.3890427266,51994.71494003,1,0,2.87126185932,0,331,51,0
"1299","NORTH KAMAGAMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01666667,58.33333333,0,0,6,5.94354200734,5.94354200734,18852.98107245,0,0,13.6446209924,0,46,2,0
"1300","NORTH KANYAMKAGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,49,0,0,4,13.1866508332,13.1866508332,37958.31082507,0,0,4.6520313671,0,110,28,0
"1301","NORTH MARAGOLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,75,0,0,0,3.90361653302,3.90361653302,19507.71936877,0,0,7.01263625198,0,17,1,0
"1302","NORTH UGENYA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,47.5,1,0,3,0.601631183301,0.601631183301,40981.93325186,0,1,8.38776998975,0,69,46,0
"1303","NORTH UYOMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58833333,66.875,0,0,1,36.8585585197,36.8585585197,30181.84901571,0,1,26.8048942259,0,167,29,0
"1304","NORTH WEST KISUMU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80428571,60,0,0,0,1.48433356351,1.48433356351,20905.70310493,0,2,13.9383552656,0,36,1,0
"1305","NTIMA EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,55,0,0,7,1.97482490243,1.97482490243,1342.77375874,0,0,45.6560748346,0,13,50,0
"1306","NTIMA WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4875,73.33333333,0,0,4,2.22635927598,2.22635927598,3515.41714229,0,0,41.9642759762,0,32,54,0
"1307","NTIMARU EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,47.5,0,0,0,25.2402636464,25.2402636464,38354.50706889,0,0,10.8371324015,0,24,38,0
"1308","NTIMARU WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,47.5,0,0,0,25.4398783136,25.4398783136,42151.19300849,0,0,14.4513357283,0,34,37,0
"1309","NTUNENE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97875,30,0,0,0,7.14623831365,7.14623831365,29093.06608635,0,0,31.331044448,0,78,68,0
"1310","NUU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.72222222,0,0,0,26.9337700034,26.9337700034,43857.89983413,0,0,41.2886392509,0,1055,50,0
"1311","NYABASI EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,47.5,0,0,1,20.592007807,20.592007807,36097.61463666,0,1,5.5169409788,0,55,44,0
"1312","NYABASI WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,35,0,0,2,16.2606297857,16.2606297857,38786.14156307,0,0,7.17359987517,0,78,48,0
"1313","NYACHEKI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01333333,53.33333333,0,0,1,13.6319175723,13.6319175723,14848.12059259,0,0,13.5631870565,0,42,25,0
"1314","NYADHUNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,77.14285714,0,0,0,5.59182321627,5.59182321627,15026.11968423,0,0,15.4304604167,0,18,1,0
"1315","NYAKI EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,66.66666667,0,0,7,8.95493343336,8.95493343336,8187.86934491,0,0,45.5735266291,0,87,47,0
"1317","NYAKI WEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.325,67.5,0,0,16,5.52315391486,5.52315391486,7055.13359779,0,1,49.7276941784,0,78,56,0
"1318","NYAKOE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.435,50,0,0,0,2.86394811993,2.86394811993,7146.43937314,0,0,11.1697018129,0,25,7,0
"1319","NYALENDA 'A'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,47.5,0,0,0,0.166587792161,0.166587792161,713.10413945,0,0,17.4013316309,0,4,1,0
"1320","NYAMAIYA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,71.42857143,0,0,2,6.09322932257,6.09322932257,13675.24771717,0,1,17.5916715635,0,42,25,0
"1321","NYAMASIBI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7925,77.5,0,0,0,6.54922049849,6.54922049849,22092.59741377,0,0,17.0201195565,0,27,29,0
"1322","NYAMOSENSE/KOMOSOKO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,57.5,0,0,0,2.46931794878,2.46931794878,54185.63843129,0,0,11.0338625664,0,63,54,0
"1323","NYANGORES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515,98.33333333,0,0,1,17.8205950072,17.8205950072,5923.29760544,0,0,0.623382515008,0,112,30,0
"1324","NYANSIONGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10111111,74,0,0,2,0.724552941708,0.724552941708,25183.66525692,0,2,10.2234849625,0,76,28,0
"1325","NYATIEKO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,50,0,0,0,4.48861779661,4.48861779661,5403.37282462,0,0,7.69430512203,0,18,6,0
"1326","NYOTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.147,71.47058824,0,0,0,16.4225136725,16.4225136725,20567.43136367,0,0,10.7432616522,0,174,16,0
"1327","OBBU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3095825658,34.3095825658,49090.49113554,0,0,17.4413020534,0,2520,59,0
"1328","OL-MORAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.70588235,0,0,0,56.5676877277,56.5676877277,38117.15915488,2,2,32.9052279559,0,681,60,0
"1329","OLKARIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39285714,53.52941176,0,0,0,15.4761314485,15.4761314485,20177.46563255,4,1,45.3404542838,0,658,2,0
"1330","OLOlMASANI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60666667,70,0,0,0,18.677686312,18.677686312,20165.12457886,0,0,4.43653101276,0,94,41,0
"1331","OLOOLUA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,9.78206446352,9.78206446352,4142.5166303,0,0,1.14457488777,0,18,1,0
"1332","OLOOSIRKON/SHOLINKE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10.4178682255,10.4178682255,26646.28766607,0,1,12.8525577368,0,231,7,0
"1333","ONGATA RONGAI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,12.2795570436,12.2795570436,11447.99710868,0,5,1.44949231662,0,6,5,0
"1334","PORT REITZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48254823126,1.48254823126,6037.30683758,0,0,98.9372933098,0,3,1,0
"1335","PTOYO/NAKWIJIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,22.1442764161,22.1442764161,34420.90121232,0,0,6.912340338,0,306,42,0
"1336","PURKO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30808149889,4.30808149889,19914.38216767,0,0,8.74724769036,0,205,0,0
"1337","RAGANA-ORUBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,58,0,0,6,0.468914068903,0.468914068903,47228.302804,0,1,0.698901308612,0,30,43,0
"1338","RHAMU DIMTU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,0,0,0,28.3006974703,28.3006974703,99019.98920583,0,0,94.5687867759,0,985,283,0
"1339","RHODA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72333333,73.75,0,0,0,0.787762670082,0.787762670082,5904.55332707,0,1,29.3265195034,0,6,1,0
"1340","RIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97333333,51.66666667,0,0,1,3.79499667255,3.79499667255,13341.13584822,0,0,15.8431663613,0,48,7,0
"1341","RIGOMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63666667,63.33333333,0,0,2,3.04479509886,3.04479509886,18507.8214993,0,0,5.57194569915,0,49,20,0
"1342","ROMBO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.88888889,0,0,5,37.5140317199,37.5140317199,38408.00303538,1,0,13.9506309007,1,572,63,0
"1343","RONGENA/MANARET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348,85.75,0,0,2,2.72761203973,2.72761203973,21266.47934378,0,0,9.62809223107,0,94,18,0
"1344","RUCHU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3475,58.33333333,0,0,0,25.6940854953,25.6940854953,29029.31046798,0,0,7.50981438196,0,58,18,0
"1345","RUGI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,66.66666667,0,0,0,9.87996890661,9.87996890661,12194.28749233,0,1,4.43852329132,0,49,1,0
"1346","RUMA-KAKSINGIRI EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01625,71.66666667,0,0,5,42.5536125244,42.5536125244,24903.96260566,0,0,24.455709141,0,178,24,0
"1347","RUMURUTI TOWNSHIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.07692308,0,0,1,31.167959577,31.167959577,8698.44151129,1,0,7.3044851346,0,237,29,0
"1348","RURING'U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,77.5,0,0,0,1.14313808047,1.14313808047,2935.10289802,0,2,2.51176436502,0,16,1,0
"1349","SABOTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18181818,78.33333333,0,0,0,12.2995840091,12.2995840091,25312.76825437,0,0,13.2875548484,0,111,39,0
"1350","SAGALA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.28571429,0,0,1,4.39085251771,4.39085251771,28386.32709704,23,0,51.0994994635,0,1949,2,0
"1351","SAGANTE/JALDESA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.125,0,0,0,6.21382827021,6.21382827021,7037.96126309,0,0,93.2399151431,0,702,16,0
"1352","SALAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31166667,46.15384615,0,0,3,31.0144315501,31.0144315501,11786.64227942,3,0,10.8020280943,0,1003,23,0
